genome,A_V,B_V,c_V,V_with_c,V_two_cats,V_one_cat
GB_GCA_902573565.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_902574405.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_902574955.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_902576415.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_902578445.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_902583265.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_902589115.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_902590355.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_902590655.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_902590775.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_902591275.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_902591865.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_902593945.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902594875.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_902595175.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_902600395.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_902600475.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_902601345.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902605365.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902606505.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_902606965.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902609995.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_902611225.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_902612005.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_902616385.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_902618335.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_902618795.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_902620895.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_902621675.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_902622625.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_902622705.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_902623195.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_902624085.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_902625325.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902625845.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_902625885.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902626425.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_902626435.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_902627325.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_902627335.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_902627615.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902628235.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_902629395.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_902634515.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_902712995.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_902760415.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902760855.1,1.0,1.0,0.0,0.0,1.0,1.0
GB_GCA_902760955.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902760965.1,2.0,1.0,1.0,1.0,1.0,2.0
GB_GCA_902761025.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902761035.1,1.0,1.0,0.0,0.0,1.0,1.0
GB_GCA_902761275.1,1.0,1.0,0.0,0.0,1.0,1.0
GB_GCA_902761345.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902761365.1,1.0,2.0,1.0,1.0,1.0,2.0
GB_GCA_902761375.1,2.0,2.0,2.0,2.0,2.0,2.0
GB_GCA_902761575.1,1.0,1.0,0.0,0.0,1.0,1.0
GB_GCA_902761655.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902761665.1,1.0,1.0,0.0,0.0,1.0,1.0
GB_GCA_902762335.1,2.0,2.0,2.0,2.0,2.0,2.0
GB_GCA_902762355.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902762375.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902762395.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902762435.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902762495.1,1.0,1.0,0.0,0.0,1.0,1.0
GB_GCA_902762505.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902762615.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902762655.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902762735.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902763155.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_902763335.1,1.0,1.0,0.0,0.0,1.0,1.0
GB_GCA_902763365.1,2.0,2.0,2.0,2.0,2.0,2.0
GB_GCA_902763655.1,1.0,1.0,0.0,0.0,1.0,1.0
GB_GCA_902763835.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902763855.1,2.0,2.0,2.0,2.0,2.0,2.0
GB_GCA_902763865.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902763885.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902763905.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_902764235.1,2.0,2.0,2.0,2.0,2.0,2.0
GB_GCA_902764415.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902764455.1,0.0,1.0,1.0,0.0,0.0,1.0
GB_GCA_902764715.1,1.0,2.0,2.0,1.0,1.0,2.0
GB_GCA_902765005.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902765035.1,1.0,1.0,0.0,0.0,1.0,1.0
GB_GCA_902765485.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902765625.1,2.0,2.0,2.0,2.0,2.0,2.0
GB_GCA_902765725.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902765855.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902766115.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902766125.1,2.0,2.0,2.0,2.0,2.0,2.0
GB_GCA_902766175.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902766255.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902766305.1,1.0,0.0,2.0,0.0,0.0,1.0
GB_GCA_902766325.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902766345.1,2.0,3.0,1.0,1.0,2.0,3.0
GB_GCA_902766395.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_902766415.1,1.0,0.0,0.0,0.0,0.0,1.0
GB_GCA_902766475.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902766525.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_902766575.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902766585.1,2.0,2.0,2.0,2.0,2.0,2.0
GB_GCA_902766655.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902766695.1,1.0,1.0,0.0,0.0,1.0,1.0
GB_GCA_902766735.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902766745.1,2.0,2.0,2.0,2.0,2.0,2.0
GB_GCA_902766775.1,2.0,1.0,1.0,1.0,1.0,2.0
GB_GCA_902766845.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902766885.1,2.0,2.0,2.0,2.0,2.0,2.0
GB_GCA_902766915.1,0.0,1.0,0.0,0.0,0.0,1.0
GB_GCA_902766945.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902766955.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902766965.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902766985.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902767035.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902767065.1,1.0,0.0,1.0,0.0,0.0,1.0
GB_GCA_902767125.1,3.0,2.0,2.0,2.0,2.0,3.0
GB_GCA_902767155.1,3.0,2.0,2.0,2.0,2.0,3.0
GB_GCA_902767175.1,2.0,2.0,2.0,2.0,2.0,2.0
GB_GCA_902767225.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902767285.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902767315.1,2.0,1.0,1.0,1.0,1.0,2.0
GB_GCA_902767325.1,2.0,1.0,2.0,1.0,1.0,2.0
GB_GCA_902767355.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902767455.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902767465.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902767725.1,1.0,0.0,1.0,0.0,0.0,1.0
GB_GCA_902767845.1,2.0,2.0,2.0,2.0,2.0,2.0
GB_GCA_902768125.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902768605.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902768665.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902768765.1,0.0,1.0,0.0,0.0,0.0,1.0
GB_GCA_902768795.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902768825.1,2.0,2.0,2.0,2.0,2.0,2.0
GB_GCA_902768955.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902768985.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902768995.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_902769535.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902769585.1,1.0,1.0,0.0,0.0,1.0,1.0
GB_GCA_902769815.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902769875.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902770045.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902770715.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_902770725.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902770835.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902770965.1,1.0,1.0,0.0,0.0,1.0,1.0
GB_GCA_902771435.1,1.0,2.0,1.0,1.0,1.0,2.0
GB_GCA_902771635.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_902771725.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902771755.1,2.0,2.0,2.0,2.0,2.0,2.0
GB_GCA_902771935.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902772435.1,1.0,1.0,0.0,0.0,1.0,1.0
GB_GCA_902772605.1,2.0,2.0,2.0,2.0,2.0,2.0
GB_GCA_902772615.1,1.0,0.0,0.0,0.0,0.0,1.0
GB_GCA_902772635.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902772795.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902772845.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902772855.1,2.0,2.0,2.0,2.0,2.0,2.0
GB_GCA_902772895.1,1.0,2.0,2.0,1.0,1.0,2.0
GB_GCA_902772905.1,1.0,1.0,0.0,0.0,1.0,1.0
GB_GCA_902772915.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_902772955.1,2.0,2.0,2.0,2.0,2.0,2.0
GB_GCA_902772975.1,3.0,1.0,1.0,1.0,1.0,3.0
GB_GCA_902772985.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902773015.1,1.0,1.0,0.0,0.0,1.0,1.0
GB_GCA_902773025.1,3.0,2.0,2.0,2.0,2.0,3.0
GB_GCA_902773035.1,2.0,2.0,2.0,2.0,2.0,2.0
GB_GCA_902773045.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902773065.1,2.0,2.0,1.0,1.0,2.0,2.0
GB_GCA_902773135.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902773155.1,2.0,1.0,2.0,1.0,1.0,2.0
GB_GCA_902773165.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902773185.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902773195.1,0.0,1.0,1.0,0.0,0.0,1.0
GB_GCA_902773215.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902773245.1,1.0,0.0,1.0,0.0,0.0,1.0
GB_GCA_902773265.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902773305.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902773325.1,2.0,2.0,2.0,2.0,2.0,2.0
GB_GCA_902773355.1,1.0,1.0,0.0,0.0,1.0,1.0
GB_GCA_902773395.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902773435.1,1.0,0.0,1.0,0.0,0.0,1.0
GB_GCA_902773445.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902773455.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902773475.1,1.0,1.0,0.0,0.0,1.0,1.0
GB_GCA_902773635.1,2.0,2.0,2.0,2.0,2.0,2.0
GB_GCA_902773665.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902773835.1,1.0,1.0,0.0,0.0,1.0,1.0
GB_GCA_902773925.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902774005.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902774045.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902774075.1,1.0,1.0,0.0,0.0,1.0,1.0
GB_GCA_902774115.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902774125.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902774145.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902774155.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902774185.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902774195.1,2.0,0.0,0.0,0.0,0.0,2.0
GB_GCA_902774205.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_902774245.1,1.0,1.0,0.0,0.0,1.0,1.0
GB_GCA_902774265.1,1.0,1.0,0.0,0.0,1.0,1.0
GB_GCA_902774275.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902774295.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902774325.1,2.0,2.0,2.0,2.0,2.0,2.0
GB_GCA_902774335.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902774345.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902774365.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902774605.1,1.0,1.0,2.0,1.0,1.0,1.0
GB_GCA_902774685.1,0.0,1.0,1.0,0.0,0.0,1.0
GB_GCA_902774725.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902774995.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902775345.1,1.0,1.0,0.0,0.0,1.0,1.0
GB_GCA_902775375.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902775385.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902775595.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902776185.1,2.0,2.0,2.0,2.0,2.0,2.0
GB_GCA_902776285.1,1.0,1.0,0.0,0.0,1.0,1.0
GB_GCA_902776305.1,2.0,2.0,2.0,2.0,2.0,2.0
GB_GCA_902776375.1,2.0,2.0,2.0,2.0,2.0,2.0
GB_GCA_902776395.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902776455.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902776615.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902776645.1,2.0,2.0,0.0,0.0,2.0,2.0
GB_GCA_902776725.1,1.0,1.0,0.0,0.0,1.0,1.0
GB_GCA_902776975.1,2.0,2.0,2.0,2.0,2.0,2.0
GB_GCA_902777275.1,2.0,2.0,2.0,2.0,2.0,2.0
GB_GCA_902777435.1,2.0,2.0,1.0,1.0,2.0,2.0
GB_GCA_902777655.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902778105.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902778145.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902778175.1,2.0,2.0,2.0,2.0,2.0,2.0
GB_GCA_902778205.1,1.0,0.0,0.0,0.0,0.0,1.0
GB_GCA_902778325.1,1.0,1.0,0.0,0.0,1.0,1.0
GB_GCA_902778565.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902778585.1,1.0,1.0,0.0,0.0,1.0,1.0
GB_GCA_902778625.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902778725.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902778855.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902778895.1,1.0,1.0,0.0,0.0,1.0,1.0
GB_GCA_902778935.1,1.0,1.0,0.0,0.0,1.0,1.0
GB_GCA_902779075.1,1.0,1.0,0.0,0.0,1.0,1.0
GB_GCA_902779085.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902779165.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902779185.1,2.0,1.0,0.0,0.0,1.0,2.0
GB_GCA_902779225.1,2.0,1.0,2.0,1.0,1.0,2.0
GB_GCA_902779245.1,2.0,2.0,2.0,2.0,2.0,2.0
GB_GCA_902779315.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902779495.1,0.0,1.0,1.0,0.0,0.0,1.0
GB_GCA_902779565.1,1.0,1.0,0.0,0.0,1.0,1.0
GB_GCA_902779575.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902779615.1,2.0,1.0,1.0,1.0,1.0,2.0
GB_GCA_902779765.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902779785.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902779845.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902779865.1,1.0,1.0,0.0,0.0,1.0,1.0
GB_GCA_902779875.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902780135.1,1.0,1.0,0.0,0.0,1.0,1.0
GB_GCA_902780175.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902780235.1,1.0,1.0,0.0,0.0,1.0,1.0
GB_GCA_902780365.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902780455.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902780465.1,1.0,1.0,0.0,0.0,1.0,1.0
GB_GCA_902780495.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902780505.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902780695.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902780815.1,1.0,0.0,0.0,0.0,0.0,1.0
GB_GCA_902780845.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902780865.1,1.0,1.0,0.0,0.0,1.0,1.0
GB_GCA_902780935.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902780985.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902781455.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902781515.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902781545.1,1.0,1.0,0.0,0.0,1.0,1.0
GB_GCA_902781655.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902781705.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902781895.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902782225.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902782245.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902782575.1,2.0,1.0,2.0,1.0,1.0,2.0
GB_GCA_902782655.1,0.0,1.0,1.0,0.0,0.0,1.0
GB_GCA_902782695.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902782785.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902782875.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902782885.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902782965.1,1.0,0.0,1.0,0.0,0.0,1.0
GB_GCA_902782975.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902783025.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902783065.1,1.0,1.0,2.0,1.0,1.0,1.0
GB_GCA_902783095.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_902783135.1,1.0,1.0,0.0,0.0,1.0,1.0
GB_GCA_902783155.1,2.0,2.0,2.0,2.0,2.0,2.0
GB_GCA_902783235.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902783245.1,2.0,2.0,0.0,0.0,2.0,2.0
GB_GCA_902783295.1,1.0,1.0,2.0,1.0,1.0,1.0
GB_GCA_902783325.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902783355.1,1.0,0.0,0.0,0.0,0.0,1.0
GB_GCA_902783365.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902783385.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902783395.1,0.0,1.0,1.0,0.0,0.0,1.0
GB_GCA_902783415.1,2.0,2.0,2.0,2.0,2.0,2.0
GB_GCA_902783445.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902783545.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902783575.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902783615.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902783655.1,1.0,1.0,0.0,0.0,1.0,1.0
GB_GCA_902783765.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902783775.1,2.0,2.0,2.0,2.0,2.0,2.0
GB_GCA_902783795.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902783815.1,2.0,2.0,2.0,2.0,2.0,2.0
GB_GCA_902783855.1,3.0,2.0,2.0,2.0,2.0,3.0
GB_GCA_902783885.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902783905.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902783935.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902783965.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902783995.1,1.0,1.0,2.0,1.0,1.0,1.0
GB_GCA_902784035.1,1.0,0.0,1.0,0.0,0.0,1.0
GB_GCA_902784045.1,2.0,1.0,2.0,1.0,1.0,2.0
GB_GCA_902784195.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902784435.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902784475.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902784545.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902784585.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902784685.1,2.0,3.0,2.0,2.0,2.0,3.0
GB_GCA_902784785.1,0.0,1.0,0.0,0.0,0.0,1.0
GB_GCA_902784805.1,2.0,2.0,2.0,2.0,2.0,2.0
GB_GCA_902784855.1,3.0,3.0,2.0,2.0,3.0,3.0
GB_GCA_902784965.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902785065.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902785075.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902785295.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902785355.1,2.0,2.0,2.0,2.0,2.0,2.0
GB_GCA_902785365.1,2.0,2.0,2.0,2.0,2.0,2.0
GB_GCA_902785425.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902785455.1,2.0,2.0,2.0,2.0,2.0,2.0
GB_GCA_902785485.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902785555.1,2.0,2.0,2.0,2.0,2.0,2.0
GB_GCA_902785575.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902785605.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902785635.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902785755.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902785765.1,2.0,2.0,1.0,1.0,2.0,2.0
GB_GCA_902785785.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902785805.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902785825.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902785855.1,0.0,1.0,1.0,0.0,0.0,1.0
GB_GCA_902785985.1,2.0,2.0,2.0,2.0,2.0,2.0
GB_GCA_902786345.1,2.0,2.0,2.0,2.0,2.0,2.0
GB_GCA_902786355.1,1.0,1.0,0.0,0.0,1.0,1.0
GB_GCA_902786465.1,2.0,1.0,1.0,1.0,1.0,2.0
GB_GCA_902786515.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902786745.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902786855.1,1.0,1.0,0.0,0.0,1.0,1.0
GB_GCA_902786925.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902786965.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902786975.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902787095.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902787125.1,1.0,1.0,0.0,0.0,1.0,1.0
GB_GCA_902787145.1,2.0,2.0,2.0,2.0,2.0,2.0
GB_GCA_902787255.1,1.0,0.0,1.0,0.0,0.0,1.0
GB_GCA_902787295.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902787365.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902787375.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902787475.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902787575.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902787685.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902787725.1,0.0,1.0,0.0,0.0,0.0,1.0
GB_GCA_902787825.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902787905.1,1.0,0.0,0.0,0.0,0.0,1.0
GB_GCA_902788035.1,2.0,2.0,2.0,2.0,2.0,2.0
GB_GCA_902788095.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902788175.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902788245.1,2.0,1.0,0.0,0.0,1.0,2.0
GB_GCA_902788255.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902788315.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902788365.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_902788415.1,1.0,1.0,0.0,0.0,1.0,1.0
GB_GCA_902788785.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902788795.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_902789175.1,1.0,1.0,1.0,1.0,1.0,1.0
